StationID,EventCode,SampleYear,VesselName,GearCode,Tow Type,TrawlPreformance,HaulDate,EQ Latitude,EQ Longitude,Haulback Latitude,Haulback Longitude,AvgNetHorizontalOpening,AvgNetVerticalOpening,MWO,Notes,HaversineDistance2,Effort_area_km2
20040101021,03,2004,Seastorm,400601,S,G/S,20-Aug-04,56.9837,-162.9805,56.9585,-162.9443,59.44,12.8,382.22,put chains back on middle bridle,3.558872035,0.2115
20040101022,03,2004,Seastorm,400601,S,G/S,20-Aug-04,57.517,-162.9917,57.5458,-162.9672,60.53,14.63,382.22,,3.520565136,0.2131
20040101023,03,2004,Seastorm,400601,S,G/S,20-Aug-04,58.0115,-163.034,58.0297,-163.0987,58.52,14.63,400.51,,4.314315153,0.2525
20040101024,03,2004,Seastorm,400601,S,G/S,20-Aug-04,58.5098,-163.019,58.5258,-163.0698,60.35,14.08,382.22,,3.444918037,0.2079
20040101025,03,2004,Seastorm,400601,S,G/S,21-Aug-04,58.9943,-164.0115,58.9672,-164.0615,61.26,14.81,382.22,,4.158030992,0.2547
20040101026,03,2004,Seastorm,400601,S,G/S,21-Aug-04,58.9997,-165.0168,58.999,-165.0948,60.35,15,382.22,,4.467799559,0.2696
20040101027,03,2004,Seastorm,400601,S,G/S,21-Aug-04,58.5115,-165.0137,58.5255,-165.0745,60.35,13.17,382.22,,3.858545039,0.2329
20040101028,03,2004,Seastorm,400601,S,G/S,22-Aug-04,58.001,-165.0177,57.994,-165.0815,61.81,14.81,382.22,weather came up; last tow for the day,3.839368621,0.2373
20040101029,03,2004,Seastorm,400601,S,G/S,24-Aug-04,58.491,-164.0632,58.4845,-164.1367,59.44,14.63,382.22,1.5 weather days,4.332499853,0.2575
20040101030,03,2004,Seastorm,400601,S,G/S,24-Aug-04,57.9912,-164.0433,57.975,-164.1045,61.81,15.91,382.22,,4.03257667,0.2493
20040101031,03,2004,Seastorm,400601,S,G/S,24-Aug-04,57.4992,-164.0397,57.4992,-164.1113,61.81,14.26,382.22,,4.277841557,0.2644
20040101032,03,2004,Seastorm,400601,S,G/S,25-Aug-04,56.9935,-164.0103,56.9738,-164.0513,62.18,15.18,382.22,,3.311983144,0.2059
20040101033,03,2004,Seastorm,400601,S,G/S,25-Aug-04,56.4743,-163.9968,56.4378,-163.9935,60.35,14.45,382.22,,4.063683048,0.2452
20040101034,03,2004,Seastorm,400601,S,G/S,25-Aug-04,55.976,-164.057,55.9485,-164.1115,59.44,15,331.01,had trouble keeping net on top; kept sinking and collapsing,4.566928026,0.2715
20040101035,03,2004,Seastorm,400601,S,G/S,25-Aug-04,55.51,-163.9863,55.5323,-163.9437,62.18,14.63,382.22,,3.652329522,0.2271
20040101036,03,2004,Seastorm,400601,S,G/S,26-Aug-04,55.5098,-164.958,55.528,-164.8993,60.35,14.63,351.13,,4.213122722,0.2543
20040101037,03,2004,Seastorm,400601,S,G/S,26-Aug-04,56.0058,-164.9658,56.0275,-164.9203,61.26,14.26,351.13,,3.717464499,0.2277
20040101038,03,2004,Seastorm,400601,S,G/S,26-Aug-04,56.5068,-164.97,56.5205,-164.9225,62.18,14.63,382.22,,3.288305641,0.2045
20040101039,03,2004,Seastorm,400601,S,G/S,26-Aug-04,57.0018,-164.9773,57.0117,-164.929,61.81,14.26,382.22,,3.124894866,0.1931
20040101040,03,2004,Seastorm,400601,S,G/S,27-Aug-04,57.5022,-164.9615,57.5033,-164.8945,62.18,14.63,382.22,,4.004487318,0.249
20040101041,03,2004,Seastorm,400601,S,G/S,27-Aug-04,57.4762,-165.9695,57.4447,-165.9282,61.45,14.26,382.22,"Can smell smoke form interior fires, orange and red sunset.",4.286040323,0.2634
20040101042,03,2004,Seastorm,400601,S,G/S,27-Aug-04,57.997,-165.9953,57.967,-165.9643,62.91,14.26,382.22,Still smell smoke from Alaska fires.,3.803675486,0.2393
20040101043,03,2004,Seastorm,400601,S,G/S,27-Aug-04,58.491,-166,58.4635,-165.9772,59.25,12.98,382.22,,3.332798835,0.1975
20040101044,03,2004,Seastorm,400601,S,G/S,28-Aug-04,58.9995,-165.9792,58.9873,-165.9228,64.01,14.26,382.22,,3.50389566,0.2243
20040101045,03,2004,Seastorm,400601,S,G/S,28-Aug-04,59.5182,-166.0363,59.49,-165.9748,58.52,15,349.3,,4.677194878,0.2737
20040101046,03,2004,Seastorm,400601,S,G/S,28-Aug-04,59.4883,-166.9657,59.4687,-166.9007,62.18,14.26,382.22,,4.268916496,0.2654
20040101047,03,2004,Seastorm,400601,S,G/S,28-Aug-04,58.9848,-166.9783,58.9623,-166.9333,60.35,14.63,382.22,,3.593228982,0.2169
20040101048,03,2004,Seastorm,400601,S,G/S,28-Aug-04,58.4928,-166.9875,58.4815,-166.9435,60.35,14.81,382.22,,2.849316854,0.172
20040101049,03,2004,Seastorm,400601,S,G/S,29-Aug-04,57.992,-166.9673,57.9748,-166.9055,61.08,14.26,376.73,,4.114717914,0.2513
20040101050,03,2004,Seastorm,400601,S,G/S,29-Aug-04,57.4945,-166.9668,57.4807,-166.9035,60.35,13.9,382.22,,4.082508746,0.2464
20040101051,03,2004,Seastorm,400601,S,G/S,29-Aug-04,56.985,-166.9802,56.9645,-166.9317,61.26,13.9,382.22,,3.719553369,0.2279
20040101052,03,2004,Seastorm,400601,S,G/S,29-Aug-04,56.9848,-165.9972,56.9583,-165.9727,59.44,13.17,382.22,,3.299658185,0.1961
20040101053,03,2004,Seastorm,400601,S,G/S,30-Aug-04,56.4942,-165.9607,56.4872,-165.8893,61.26,15.18,382.22,,4.451660488,0.2727
20040101054,03,2004,Seastorm,400601,S,G/S,30-Aug-04,55.9878,-166.0098,55.9613,-166.0362,63.28,14.26,382.22,,3.373583448,0.2135
20040101055,03,2004,Seastorm,400601,S,G/S,30-Aug-04,55.4792,-165.994,55.4448,-165.9862,58.52,13.72,382.22,,3.856588781,0.2257
20040101056,03,2004,Seastorm,400601,S,G/S,30-Aug-04,55.0157,-166.035,55.0355,-166.0847,62.18,14.26,382.22,,3.857745289,0.2399
20040101057,03,2004,Seastorm,400601,S,G/S,31-Aug-04,54.526,-166.04,54.5462,-166.0955,58.52,14.63,382.22,,4.226751777,0.2473
20040101058,03,2004,Seastorm,400601,S,G/S,01-Sep-04,55.5193,-166.9723,55.5452,-166.9247,62.18,14.26,382.22,,4.155353117,0.2584
20040101059,03,2004,Seastorm,400601,S,G/S,01-Sep-04,56.0173,-166.9548,56.0432,-166.9065,62.18,14.45,382.22,,4.15928416,0.2586
20040101060,03,2004,Seastorm,400601,S,G/S,01-Sep-04,56.526,-167.0027,56.5645,-167.0002,62.18,14.81,382.22,,4.283753522,0.2664
20040101061,03,2004,Seastorm,400601,S,G/S,01-Sep-04,56.5158,-167.994,56.5482,-167.9902,64.01,13.17,382.22,,3.610249163,0.2311
20040101062,03,2004,Seastorm,400601,S,G/S,02-Sep-04,57.0118,-168.0072,57.0433,-168.0098,61.81,15,382.22,,3.506177951,0.2167
20040101063,03,2004,Seastorm,400601,S,G/S,02-Sep-04,57.5213,-168.0042,57.5587,-167.998,61.63,13.9,382.22,,4.175125077,0.2573
20040101064,03,2004,Seastorm,400601,S,G/S,02-Sep-04,58.027,-168.0005,58.0638,-168.0042,60.35,14.08,382.22,stopped to take CTD within coccolithophore bloom,4.097769017,0.2473
20040101065,03,2004,Seastorm,400601,S,G/S,02-Sep-04,58.5205,-168.0053,58.557,-168.008,60.35,13.9,382.22,No coccolithophore bloom visible,4.061644957,0.2451
20040101066,03,2004,Seastorm,400601,S,G/S,02-Sep-04,58.9747,-167.9952,58.9368,-167.9772,62.18,15,382.22,,4.338855997,0.2698
20040101067,03,2004,Seastorm,400601,S,G/S,03-Sep-04,59.4788,-168.0017,59.4493,-167.9918,64.74,15,382.22,,3.327597199,0.2154
20040101068,03,2004,Seastorm,400601,S,G/S,03-Sep-04,59.484,-168.983,59.4675,-168.9367,60.72,14.63,382.22,,3.194315933,0.194
20040101069,03,2004,Seastorm,400601,S,G/S,03-Sep-04,59.0017,-168.9462,59.0002,-168.8718,61.81,15,382.22,,4.264012053,0.2636
20040101070,03,2004,Seastorm,400601,S,G/S,04-Sep-04,58.4902,-168.9627,58.4735,-168.9002,63.09,14.63,382.22,"Towed in the coccolithophore bloom.  Also dropped ctd/bongo/juday when first entered the bloom, after tow 69.",4.080144149,0.2574
20040101071,03,2004,Seastorm,400601,S,G/S,04-Sep-04,58.0028,-168.9717,58.0158,-168.9167,60.35,14.63,382.22,realtime cable broke/went into block/out of bloom,3.547842195,0.2141
20040101072,03,2004,Seastorm,400601,S,G/S,04-Sep-04,57.4742,-169.0077,57.441,-169.0118,58.52,15,382.22,melanaster disaster; estimate of 3000 lbs jellyfish for tow,3.699814108,0.2165
20040101073,03,2004,Seastorm,400601,S,G/S,04-Sep-04,57.0653,-168.9822,57.1047,-168.9552,60.35,14.08,382.22,"First attempt at set failed. Net fully deployed then hauled back, then re-deployed.  Did not dump codend, net did not fully open.",4.674979971,0.2821
20040101074,03,2004,Seastorm,400601,S,G/S,05-Sep-04,57.0158,-169.979,57.0103,-169.9518,60.35,14.08,382.22,"trawl distance seems short (1.75km) start and stop position, time, match original datasheets.",1.756587162,0.106
20040101075,03,2004,Seastorm,400601,S,G/S,05-Sep-04,57.5193,-169.9923,57.5557,-169.9853,60.35,14.45,382.22,,4.069006674,0.2456
20040101076,03,2004,Seastorm,400601,S,G/S,06-Sep-04,58.022,-170.0267,58.0633,-170.0687,62.18,15,382.22,"no bongo or juday, we did drop the CTD (very marginal)",5.215354562,0.3243
20040101077,03,2004,Seastorm,400601,S,G/S,06-Sep-04,58.5195,-170.012,58.5528,-170.041,61.63,15,382.22,,4.067392061,0.2507
20040101078,03,2004,Seastorm,400601,S,G/S,07-Sep-04,59.0158,-170.0157,59.0417,-170.0537,61.26,15,382.22,Towing in the coccolithophore bloom; set the CTD after last tow within the bloom.,3.608639757,0.2211
20040101079,03,2004,Seastorm,400601,S,G/S,07-Sep-04,58.5097,-171.0228,58.5282,-171.084,64.01,15.18,382.22,,4.106200658,0.2628
20040101080,03,2004,Seastorm,400601,S,G/S,07-Sep-04,59.0163,-171.0327,59.0332,-171.0957,63.09,15.73,382.22,,4.06574372,0.2565
20040101081,03,2004,Seastorm,400601,S,G/S,08-Sep-04,59.512,-171.0257,59.524,-171.0845,61.26,15.73,382.22,Last Haul Leg 1,3.575004598,0.219
20040101082,03,2004,Seastorm,400601,S,G/S,10-Sep-04,64.0767,-164.522,64.0762,-164.6,61.26,13.72,347.47,Leg 2 begins.,3.792090891,0.2323
20040101083,03,2004,Seastorm,400601,S,G/S,11-Sep-04,64.1063,-163.0517,64.103,-163.1257,63.09,13.17,382.22,,3.612281024,0.2279
20040101084,03,2004,Seastorm,400601,S,G/S,11-Sep-04,64.02,-166.0242,63.9893,-165.9898,62.18,13.9,382.22,,3.803164552,0.2365
20040101085,03,2004,Seastorm,400601,S,G/S,11-Sep-04,63.9957,-167.0075,63.9617,-166.992,62.18,15.18,382.22,"Winch problems delayed oceanography, salt corrosion in panel, cleaned and reset drive panel.",3.855503262,0.2397
20040101086,03,2004,Seastorm,400601,S,G/S,12-Sep-04,63.981,-167.9892,63.9488,-167.9625,63.09,14.08,382.22,,3.810245526,0.2404
20040101087,03,2004,Seastorm,400601,S,G/S,12-Sep-04,64.0085,-168.9888,63.9802,-168.9433,61.63,14.26,382.22,,3.85012806,0.2373
20040101088,03,2004,Seastorm,400601,S,G/S,12-Sep-04,64.013,-170.0022,63.9818,-169.9612,63.09,14.63,382.22,"Hard bottom, ran upwind to check bottom, door problems on retrieval, delayed half an hour",4.003852175,0.2526
20040101089,03,2004,Seastorm,400601,S,G/S,13-Sep-04,64.0195,-171.0172,63.986,-170.9922,62.18,14.08,382.22,Ran upwind to check bottom,3.919263955,0.2437
20040101090,03,2004,Seastorm,400601,S,G/S,13-Sep-04,63.9937,-171.9992,63.9748,-172.0202,62.18,15,382.22,"Large pod of whales spotted enroute. Strong current during trawl. Trawl distance seems short (2.3km) start and stop position, time, match original datasheets.",2.337881138,0.1454
20040101091,03,2004,Seastorm,400601,S,G/S,13-Sep-04,62.9978,-173.9435,62.9987,-173.866,57.61,13.9,382.22,Jellies in bongo,3.913831643,0.2255
20040101092,03,2004,Seastorm,400601,S,G/S,13-Sep-04,62.9965,-172.9397,62.9955,-172.8667,62.18,14.26,382.22,Nice day.,3.687332561,0.2293
20040101093,03,2004,Seastorm,400601,S,G/S,13-Sep-04,63.0022,-171.9458,63.0047,-171.8698,61.81,14.08,382.22,,3.846200858,0.2377
20040101094,03,2004,Seastorm,400601,S,G/S,14-Sep-04,62.9872,-170.9795,62.9658,-170.9257,62.18,13.53,382.22,,3.612533613,0.2246
20040101095,03,2004,Seastorm,400601,S,G/S,14-Sep-04,62.9822,-168.9803,62.9537,-168.9442,62.73,15,382.22,Hard bottom.,3.656681176,0.2294
20040101096,03,2004,Seastorm,400601,S,G/S,14-Sep-04,63.0282,-168.0243,62.9947,-167.9983,64.01,14.26,382.22,,3.949335188,0.2528
20040101097,03,2004,Seastorm,400601,S,G/S,14-Sep-04,63.0197,-167.0245,62.981,-167.016,62.18,14.08,382.22,,4.324590259,0.2689
20040101098,03,2004,Seastorm,400601,S,G/S,15-Sep-04,63.0617,-165.8383,63.0262,-165.8152,60.9,14.45,382.22,,4.11557087,0.2506
20040101099,03,2004,Seastorm,400601,S,G/S,15-Sep-04,63.5082,-166.0063,63.4763,-165.9977,62.18,14.08,382.22,,3.572708975,0.2222
20040101100,03,2004,Seastorm,400601,S,G/S,15-Sep-04,63.4845,-166.9837,63.4532,-166.9472,63.09,14.26,382.22,,3.924272812,0.2476
20040101101,03,2004,Seastorm,400601,S,G/S,15-Sep-04,63.4793,-167.9792,63.4448,-167.9375,62.18,14.63,382.22,Dead whale spotted enroute to station,4.359883354,0.2711
20040101102,03,2004,Seastorm,400601,S,G/S,16-Sep-04,63.5547,-168.9627,63.5203,-168.9507,61.81,14.81,382.22,,3.871049653,0.2393
20040101103,03,2004,Seastorm,400601,S,G/S,16-Sep-04,62.5102,-167.0223,62.4787,-166.9927,61.6,15.18,382.22,Cross current to west. Horiz spread not written on log sheet.,3.818264144,0.2352
20040101104,03,2004,Seastorm,400601,S,G/S,16-Sep-04,62.4855,-167.9797,62.4537,-167.929,64.01,14.45,382.22,,4.392440399,0.2812
20040101105,03,2004,Seastorm,400601,S,G/S,17-Sep-04,62.488,-169.0353,62.4592,-169.0832,63.09,14.26,382.22,,4.039155558,0.2548
20040101106,03,2004,Seastorm,400601,S,G/S,17-Sep-04,62.511,-170.0505,62.5232,-170.1312,61.26,14.08,382.22,,4.357638681,0.2669
20040101107,03,2004,Seastorm,400601,S,G/S,17-Sep-04,62.511,-171.0683,62.5248,-171.1433,64.01,15.18,382.22,Night set.,4.143143244,0.2652
20040101108,03,2004,Seastorm,400601,S,G/S,17-Sep-04,62.5098,-172.0353,62.5247,-172.1035,64.56,14.63,382.22,,3.872020557,0.25
20040101109,03,2004,Seastorm,400601,S,G/S,17-Sep-04,62.5053,-173.0387,62.5107,-173.1085,66.02,14.08,382.22,,3.632829215,0.2398
20040101110,03,2004,Seastorm,400601,S,G/S,18-Sep-04,62.5053,-174.0428,62.5128,-174.117,62.18,14.26,382.22,Canceled oceanography due to weather.,3.898819373,0.2424
20040101111,03,2004,Seastorm,400601,S,G/S,19-Sep-04,62.0038,-174.0103,61.9768,-174.0582,63.09,15.18,382.22,Night set,3.907709817,0.2465
20040101112,03,2004,Seastorm,400601,S,G/S,19-Sep-04,61.9897,-173.0125,61.9602,-173.0248,62.18,14.45,382.22,,3.342610044,0.2078
20040101113,03,2004,Seastorm,400601,S,G/S,20-Sep-04,61.9743,-172.0048,61.9378,-172.003,62.18,14.08,382.22,,4.059711989,0.2524
20040101114,03,2004,Seastorm,400601,S,G/S,20-Sep-04,61.9758,-171.014,61.9388,-171.0225,62.54,14.63,382.22,,4.138144554,0.2588
20040101115,03,2004,Seastorm,400601,S,G/S,20-Sep-04,61.9955,-169.9717,61.9932,-169.9062,64.92,15.36,382.22,Night set.,3.429475722,0.2226
20040101116,03,2004,Seastorm,400601,S,G/S,20-Sep-04,62.0065,-168.8223,62.0095,-168.7463,62.18,14.63,382.22,,3.980384186,0.2475
20040101117,03,2004,Seastorm,400601,S,G/S,20-Sep-04,62.0037,-167.9447,62.0117,-167.8573,64.01,12.8,382.22,,4.647314722,0.2975
20040101118,03,2004,Seastorm,400601,S,G/S,21-Sep-04,61.9937,-167.054,62.0102,-166.9853,62.18,15,382.22,,4.028199743,0.2505
20040101119,03,2004,Seastorm,400601,S,G/S,21-Sep-04,61.4925,-167.1077,61.5112,-167.0482,63.09,15.18,382.22,Night set.,3.780044409,0.2385
20040101120,03,2004,Seastorm,400601,S,G/S,21-Sep-04,61.5163,-168.0415,61.5017,-167.983,62.18,15,382.22,,3.502007795,0.2178
20040101121,03,2004,Seastorm,400601,S,G/S,23-Sep-04,61.4772,-169.0077,61.4398,-169.0125,62.18,14.81,382.22,,4.166508484,0.2591
20040101122,03,2004,Seastorm,400601,S,G/S,23-Sep-04,61.4995,-170.0505,61.4913,-170.134,64.01,14.26,382.22,,4.523815829,0.2896
20040101123,03,2004,Seastorm,400601,S,G/S,23-Sep-04,61.4907,-171.0312,61.467,-171.077,66.2,15.18,382.22,,3.585815559,0.2374
20040101124,03,2004,Seastorm,400601,S,G/S,24-Sep-04,61.4853,-172.025,61.4578,-172.0702,62.18,14.81,382.22,,3.887475676,0.2417
20040101125,03,2004,Seastorm,400601,S,G/S,24-Sep-04,61.4868,-173.0317,61.4545,-173.0635,63.64,14.08,382.22,,3.96884609,0.2526
20040101126,03,2004,Seastorm,400601,S,G/S,24-Sep-04,60.9897,-173.0338,60.9565,-173.0687,63.09,14.63,382.22,,4.144172273,0.2615
20040101127,03,2004,Seastorm,400601,S,G/S,25-Sep-04,60.9852,-172.0155,60.9537,-172.033,66.39,13.53,382.22,,3.627704424,0.2408
20040101128,03,2004,Seastorm,400601,S,G/S,25-Sep-04,60.9777,-171.013,60.9422,-171.0287,63.28,14.08,382.22,,4.037364271,0.2555
20040101129,03,2004,Seastorm,400601,S,G/S,25-Sep-04,60.9872,-169.9977,60.9522,-169.9943,64.01,14.45,382.22,Night set.,3.8961505,0.2494
20040101130,03,2004,Seastorm,400601,S,G/S,25-Sep-04,60.9782,-169.0058,60.9423,-169.0045,64.01,14.81,382.22,Lots of phytoplankton in 333 mesh.,3.992520847,0.2556
20040101131,03,2004,Seastorm,400601,S,G/S,25-Sep-04,60.9845,-167.9938,60.954,-167.9695,62.36,13.53,382.22,,3.636110103,0.2267
20040101132,03,2004,Seastorm,400601,S,G/S,26-Sep-04,61.0475,-167.004,61.0118,-166.9753,68.95,15.73,351.13,Net touched bottom half way through set.,4.259990118,0.2937
20040101133,03,2004,Seastorm,400601,S,G/S,27-Sep-04,60.5085,-167.9897,60.497,-167.9102,62.18,13.35,382.22,Night set.,4.53661025,0.2821
20040101134,03,2004,Seastorm,400601,S,G/S,27-Sep-04,60.4868,-168.9603,60.47,-168.9012,62.18,15.54,382.22,,3.738386471,0.2325
20040101135,03,2004,Seastorm,400601,S,G/S,28-Sep-04,60.4908,-169.977,60.4728,-169.923,62.54,15.36,382.22,,3.571887985,0.2234
20040101136,03,2004,Seastorm,400601,S,G/S,28-Sep-04,60.4873,-170.9745,60.4598,-170.9275,63.64,15.91,382.22,"Night set, full moon.",3.99802396,0.2544
20040101137,03,2004,Seastorm,400601,S,G/S,28-Sep-04,59.9958,-168.0213,59.9755,-168.0552,67.67,15.73,382.22,Night set.,2.941192968,0.199
20040101138,03,2004,Seastorm,400601,S,G/S,28-Sep-04,59.9877,-169.0298,59.9587,-169.0785,64.01,14.81,382.22,,4.212054207,0.2696
20040101139,03,2004,Seastorm,400601,S,G/S,29-Sep-04,59.9878,-170.0498,59.9628,-170.1102,60.72,13.71,382.22,,4.361346491,0.2648
20040101140,03,2004,Seastorm,400601,S,G/S,29-Sep-04,59.9822,-171.0268,59.9553,-171.0607,59.98,15.36,,No warp value written on log. Oceanography canceled due to weather.,3.536380876,0.2121
20040101141,03,2004,Seastorm,400601,S,G/S,30-Sep-04,60.0095,-171.9608,60.0258,-171.8872,62.18,16.09,382.22,Delayed start of station to evaluate weather during daylight.,4.473423098,0.2782
20040101142,03,2004,Seastorm,400601,S,G/S,30-Sep-04,59.9963,-172.9647,59.9932,-172.8988,60.35,14.81,382.22,Coccolithophore bloom area.,3.680636824,0.2221
20040101143,03,2004,Seastorm,400601,S,G/S,01-Oct-04,59.4997,-171.9733,59.4947,-171.9087,64.01,15.91,382.22,"Some coccolithophore bloom, but not as pronounced as at last station.",3.688199538,0.2361
20050101001,03,2005,Seastorm,400601,S,G/S,14-Aug-05,55.5347,-162.9392,55.5643,-162.8853,60.9,17.56,365.7,,4.725275441,0.2878
20050101002,03,2005,Seastorm,400601,S,G/S,15-Aug-05,56.5328,-160.985,56.5658,-160.982,58.7,12.98,365.7,Lots of moon jellies. Not much fish sign.,3.67404266,0.2157
20050101003,03,2005,Seastorm,400601,S,G/S,15-Aug-05,57.0035,-161.073,57.0093,-161.1462,58.89,14.08,365.7,,4.478991662,0.2638
20050101004,03,2005,Seastorm,400601,S,G/S,16-Aug-05,56.9988,-160.0333,56.9907,-160.0768,59.8,15.36,365.7,3 washdown J. sockeye from station 3,2.784476453,0.1665
20050101005,03,2005,Seastorm,400601,S,G/S,16-Aug-05,57.519,-159.0428,57.5323,-159.0942,58.7,13.9,365.7,,3.406506794,0.2
20050101006,03,2005,Seastorm,400601,S,G/S,16-Aug-05,58.0123,-159.0382,58.0237,-159.1017,61.63,14.45,365.7,lots of fish sign in bottom 10 m,3.948812576,0.2434
20050101007,03,2005,Seastorm,400601,S,G/S,16-Aug-05,57.998,-160.0583,57.9957,-160.127,66.93,13.71,365.7,slight fish sign but mostly near bottom,4.056534035,0.2715
20050101008,03,2005,Seastorm,400601,S,G/S,17-Aug-05,57.5163,-160.0105,57.5378,-160.042,60.9,17,365.7,,3.041707434,0.1852
20050101009,03,2005,Seastorm,400601,S,G/S,17-Aug-05,57.5053,-161.0472,57.5072,-161.105,63.28,19.39,365.7,,3.459132263,0.2189
20050101010,03,2005,Seastorm,400601,S,G/S,17-Aug-05,57.9997,-161.0425,57.9988,-161.1112,65.47,17.92,365.7,"Bongo/ctd casts after trawl. Heavy fish sign near bottom, ~ below 20m or bottom 20m",4.049429467,0.2651
20050101011,03,2005,Seastorm,400601,S,G/S,17-Aug-05,58.0053,-162.0628,58.0118,-162.1332,63.46,18.47,363.9,,4.209797744,0.2672
20050101012,03,2005,Seastorm,400601,S,G/S,18-Aug-05,58.4748,-161.9453,58.445,-161.8737,64.01,16.46,365.7,small schools at 20m,5.322068496,0.3407
20050101013,03,2005,Seastorm,400601,S,G/S,18-Aug-05,57.4822,-161.992,57.4558,-161.9677,59.07,17.74,365.7,fish sign at 25m,3.27548134,0.1935
20050101014,03,2005,Seastorm,400601,S,G/S,18-Aug-05,56.9665,-162.0063,56.9308,-161.9988,65.65,14.26,365.7,,3.995637238,0.2623
20050101015,03,2005,Seastorm,400601,S,G/S,18-Aug-05,56.4795,-161.9945,56.4557,-161.9597,67.12,15.36,365.7,lots of smoke in the air; smells like forest fire,3.401906834,0.2283
20050101016,03,2005,Seastorm,400601,S,G/S,19-Aug-05,56.0098,-161.9408,56.0043,-161.8585,66.93,13.53,367.6,lots of fish sign 10m to bottom,5.15286121,0.3449
20050101017,03,2005,Seastorm,400601,S,G/S,19-Aug-05,55.986,-162.9797,55.9635,-162.9388,66.75,13.35,365.7,slight sign at 40m,3.568679847,0.2382
20050101018,03,2005,Seastorm,400601,S,G/S,19-Aug-05,56.4767,-162.9943,56.4353,-162.9517,66.57,13.9,363.9,some sign at 30m. 40 min haul (JM).,5.29559766,0.3525
20050101019,03,2005,Seastorm,400601,S,G/S,20-Aug-05,56.982,-162.9815,56.9923,-162.9378,60.9,22.49,365.7,Speed should be closer to 3.2 kn for distance traveled (JM).,2.884555708,0.1757
20050101020,03,2005,Seastorm,400601,S,G/S,20-Aug-05,57.4963,-162.9708,57.4868,-162.9168,68.21,15,365.7,,3.395480908,0.2316
20050101021,03,2005,Seastorm,400601,S,G/S,20-Aug-05,57.9965,-162.9627,57.9907,-162.89,67.67,13.35,365.7,lots of fish sign in lower 20m,4.332838295,0.2932
20050101022,03,2005,Seastorm,400601,S,G/S,21-Aug-05,58.5012,-162.9823,58.51,-162.9342,68.95,14.08,365.7,,2.960516058,0.2041
20050101023,03,2005,Seastorm,400601,S,G/S,21-Aug-05,59.0032,-163.9607,58.9978,-163.8995,69.31,14.81,365.7,,3.555918256,0.2465
20050101024,03,2005,Seastorm,400601,S,G/S,21-Aug-05,58.4922,-163.963,58.4772,-163.8957,67.48,12.62,365.7,,4.252533479,0.287
20050101025,03,2005,Seastorm,400601,S,G/S,21-Aug-05,57.9893,-163.9848,57.9748,-163.9305,68.03,14.08,365.7,lots of fish sign 25m increasing to bottom. Bongo 335 sample had lots of small copepods.  Chaetognaths in both.,3.584311261,0.2438
20050101026,03,2005,Seastorm,400601,S,G/S,22-Aug-05,57.5022,-163.9682,57.4983,-163.9055,66.57,15.54,365.7,fish sign upper 20m,3.771009154,0.251
20050101027,03,2005,Seastorm,400601,S,G/S,22-Aug-05,57.5365,-164.9847,57.5768,-164.9825,64.37,12.61,365.7,,4.483083904,0.2886
20050101028,03,2005,Seastorm,400601,S,G/S,22-Aug-05,58.0227,-164.9763,58.0582,-164.9598,67.67,13.17,365.7,,4.065133903,0.2751
20050101029,03,2005,Seastorm,400601,S,G/S,22-Aug-05,58.5137,-164.996,58.5423,-165.0033,68.03,15,365.7,no fish sign,3.208292286,0.2183
20050101030,03,2005,Seastorm,400601,S,G/S,23-Aug-05,59.0222,-165.0088,59.0618,-165.0213,67.48,15.91,365.7,,4.460997894,0.301
20050101031,03,2005,Seastorm,400601,S,G/S,23-Aug-05,59.5173,-166.0452,59.5477,-166.1015,68.58,15.18,365.7,,4.637095227,0.318
20050101032,03,2005,Seastorm,400601,S,G/S,24-Aug-05,58.9955,-165.9512,58.9838,-165.8722,68.4,13.17,365.7,,4.708950699,0.3221
20050101033,03,2005,Seastorm,400601,S,G/S,25-Aug-05,58.4848,-165.9592,58.4662,-165.8933,67.48,15.18,365.7,"no sign in upper 25m. Lots of small jellies in zoopl tow, copepods too!",4.353998248,0.2938
20050101034,03,2005,Seastorm,400601,S,G/S,25-Aug-05,58.0092,-165.981,58.0238,-165.9298,67.48,14.26,365.7,"some mid water sign, lots of bottom sign",3.424772419,0.2311
20050101035,03,2005,Seastorm,400601,S,G/S,25-Aug-05,57.5045,-166.0448,57.5208,-166.1183,66.93,12.98,365.7,Some fish sign from surface to 30m. No oceanography or bongos here.,4.749201374,0.3179
20050101036,03,2005,Seastorm,400601,S,G/S,26-Aug-05,56.9825,-166.0073,56.9573,-165.9773,69.68,15,365.7,3-wire problems,3.340372871,0.2328
20050101037,03,2005,Seastorm,400601,S,G/S,26-Aug-05,56.9943,-164.9695,56.976,-164.92,67.85,14.44,365.7,,3.624161907,0.2459
20050101038,03,2005,Seastorm,400601,S,G/S,27-Aug-05,56.9868,-163.9768,56.9543,-163.9328,68.76,15.36,365.7,lots of fish sign at 30m,4.491288497,0.3088
20050101039,03,2005,Seastorm,400601,S,G/S,27-Aug-05,56.4797,-163.9845,56.4495,-163.9442,68.03,14.45,365.7,some sign at 35m,4.171991546,0.2838
20050101040,03,2005,Seastorm,400601,S,G/S,27-Aug-05,56.5143,-165.0008,56.5443,-165.0007,66.57,14.63,365.7,fish sign from surface to 40m,3.335858722,0.2221
