"","StationID","EventCode","SampleYear","VesselName","GearCode","Tow.Type","TrawlPreformance","HaulDate","EQ.Latitude","EQ.Longitude","Haulback.Latitude","Haulback.Longitude","AvgNetHorizontalOpening","AvgNetVerticalOpening","MWO","Notes","HaversineDistance2","Effort_area_km2"
"1121",20100304045,3,2010,"Oscar Dyson","400601","S","G/S","30-Aug-10",57.9832,-165.031,57.958,-165.0803,55.29,15.1,"180","",4.037894736,0.2233
"1122",20100304046,3,2010,"Oscar Dyson","400601","S","G/S","30-Aug-10",58.5022,-165.0537,58.5055,-165.102,55.29,15.1,"180","Humpback whales in the area; watch while setting net, 20 min tow due to whales in area. Mult catch by 1.5 to standardize to 30 min tow",2.829779532,0.1565
"1125",20100304051,3,2010,"Oscar Dyson","400601","S","G/S","31-Aug-10",58.5107,-166.0283,58.5353,-166.0827,55.29,15.1,"180","2 whales in area",4.178363504,0.231
"1126",20100304052,3,2010,"Oscar Dyson","400601","S","G/S","31-Aug-10",58.018,-166.0322,58.045,-166.071,55.29,15.1,"180","",3.772457498,0.2086
"1127",20100304053,3,2010,"Oscar Dyson","400601","S","G/S","01-Sep-10",57.5058,-166.0538,57.5202,-166.102,55.29,15.1,"180","",3.29404189,0.1821
"1135",20100304067,3,2010,"Oscar Dyson","400601","S","G/S","09-Sep-10",56.9593,-167.0337,56.9255,-167.061,55.29,15.1,"185","",4.107001827,0.2271
"1140",20100304073,3,2010,"Oscar Dyson","400601","S","G/S","12-Sep-10",56.497,-167.942,56.4792,-167.892,55.29,15.1,"180","side current (seen during st 72 as well) net fished w/ floats wider than normal",3.652389263,0.2019
"1142",20100304075,3,2010,"Oscar Dyson","400601","S","G/S","12-Sep-10",57.9952,-166.9293,57.9698,-166.8803,55.29,15.1,"180","",4.040002114,0.2234
"1157",20100304503,3,2010,"Oscar Dyson","400601","S","G/S","17-Sep-10",56.5042,-166.924,56.4967,-166.863,55.29,15.1,"180","repeat of BASIS 65",3.835453726,0.2121
"1162",20100304516,3,2010,"Oscar Dyson","400601","S","G/S","20-Sep-10",55.2895,-167.0458,55.2767,-167.0273,55.29,15.1,"180","non-BASIS (high res) -> 15 minute tow - corrected",1.843461202,0.1019
"1169",20100304536,3,2010,"Oscar Dyson","400601","S","G/S","22-Sep-10",55.9672,-165.9615,55.9333,-165.9395,55.29,15.1,"180","repeat of BASIS 4, 30 min set",4.010653304,0.2217
"1186",20100501013,3,2010,"Epic Explorer","400601","S","G/S","12-Sep-10",59.5233,-171.001,59.5563,-171.0258,49,28,"219.46","CTD 7.277, 30.765",3.926711076,0.1924
"1208",20100501038,3,2010,"Epic Explorer","400601","S","G/S","20-Sep-10",62.018,-169.0237,62.032,-169.0765,49,23,"219.46","CTD 8.161 30.776, N current 0.9knots, thermocline 18-24m",3.163577,0.155
"1217",20100501047,3,2010,"Epic Explorer","400601","S","G/S","22-Sep-10",63.5008,-167.0615,63.4922,-167.1259,51,21,"219.46","Speed = ground speed, Set with 1/2 setback (link# 16) 5', small schools near bottom, no current, CTD 8.280 30.854 intermittent thermocline 10-18m 10 temp change, 2 acoustic layers top and bottom",3.335612933,0.1701
"1220",20100501050,3,2010,"Epic Explorer","400601","S","G/S","23-Sep-10",64.0047,-167.0448,63.9988,-167.1182,48,26,"219.46","Started reading at eq, CTD 8.217 31.275",3.637292889,0.1746
"1232",20100501062,3,2010,"Epic Explorer","400601","S","G/S","29-Sep-10",64.4853,-169.0267,64.4535,-169.0265,48,29,"219.46","CTD 5m 5.957 31.57. Pycnoclines at 15m and 26m",3.53601726,0.1697
"1233",20100501063,3,2010,"Epic Explorer","400601","S","G/S","29-Sep-10",65.4717,-167.9865,65.4333,-167.95,48.2,29,"219.46","CTD (5m) 3.54 31.85, pycnocline 17.5-24 Coordinates seem to be slightly off resulting in a 417m longer distance than estimates generated by speed.",4.59075777,0.2213
"1239",20100501069,3,2010,"Epic Explorer","400601","S","G/S","03-Oct-10",62.4768,-172.0258,62.4458,-172.0173,51,25,"219.46","CTD (5m) 5.345 31.295. Pycnocline 33-35, 2480g of Themisto libellula in catch.",3.474637091,0.1772
"1240",20100501070,3,2010,"Epic Explorer","400601","S","G/S","04-Oct-10",61.9853,-171.9928,61.9547,-171.986,51,29,"219.46","Pycnocline 35-38m, 620g of Themisto libellula in catch.",3.421073313,0.1745
"1242",20100501073,3,2010,"Epic Explorer","400601","S","G/S","04-Oct-10",60.9775,-172.006,60.9438,-171.9997,48,26,"219.46","Pycnocline 36m",3.762671861,0.1806
"1245",20110304001,3,2011,"Oscar Dyson","400601","S","G/S","23-Aug-11",55.0007,-165.0122,54.9873,-165.0487,55.29,15.1,"180","",2.764239348,0.1528
"1246",20110304002,3,2011,"Oscar Dyson","400601","S","G/S","24-Aug-11",55.4598,-165.0005,55.4305,-165.0367,55.29,15.1,"180","",3.978348305,0.22
"1249",20110304007,3,2011,"Oscar Dyson","400601","S","G/S","25-Aug-11",56.5133,-164.015,56.5317,-164.0533,55.29,15.1,"180","",3.11523947,0.1722
"1254",20110304013,3,2011,"Oscar Dyson","400601","S","G/S","26-Aug-11",56.5078,-161.9688,56.5278,-161.9397,55.29,20,"180","NO FISH - MELANASTER HAUL",2.851726956,0.1577
"1258",20110304018,3,2011,"Oscar Dyson","400601","S","G/S","28-Aug-11",58.5055,-162.0582,58.5038,-162.1205,55.29,15.1,"180","",3.624038996,0.2004
"1259",20110304019,3,2011,"Oscar Dyson","400601","S","G/S","28-Aug-11",58.5182,-163.005,58.5422,-163.0265,55.29,15.1,"180","",2.946102423,0.1629
"1260",20110304020,3,2011,"Oscar Dyson","400601","S","G/S","28-Aug-11",57.9817,-163.0007,57.9545,-162.9937,55.29,15.1,"180","",3.052552523,0.1688
"1264",20110304025,3,2011,"Oscar Dyson","400601","S","G/S","29-Aug-11",57.5273,-164.0337,57.5452,-164.0125,55.29,15.1,"180","CALLED EARLY DUE TO FIN WHALES OFF PORT SIDE OF THE BOAT",2.358546358,0.1304
"1267",20110304029,3,2011,"Oscar Dyson","400601","S","G/S","30-Aug-11",58.4553,-165.0445,58.4242,-165.086,55.29,15.1,"180","",4.218102078,0.2332
"1273",20110304038,3,2011,"Oscar Dyson","400601","S","G/S","01-Sep-11",55.4755,-166.0837,55.4612,-166.1513,55.29,15.1,"180","",4.548000907,0.2515
"1275",20110304041,3,2011,"Oscar Dyson","400601","S","G/S","05-Sep-11",54.5059,-166.001,54.5331,-166.0286,55.29,29.3,"180","SPEED ACTUALLY 3.1-4.8knts, VERTICAL SPREAD 2.5 FOR HEADROPE. Late station arrival so trawled first then CTD and zooplankton. Hit haul back button 39 sec. late.",3.510090461,0.1941
"1276",20110304042,3,2011,"Oscar Dyson","400601","S","G/S","05-Sep-11",55.0148,-167.0547,55.0376,-167.0943,55.29,33.3,"180","no non salmon datasheet - headrope 2.1m",3.577433573,0.1978
"1278",20110304045,3,2011,"Oscar Dyson","400601","S","G/S","10-Sep-11",56.0052,-165.9963,56.0377,-165.9801,55.29,19.6,"180","headrope = 2m",3.75145156,0.2074
"1294",20110304066,3,2011,"Oscar Dyson","400601","S","G/S","15-Sep-11",55.4796,-168.0686,55.4792,-168.133,55.29,15.1,"180","Last tow! Black footed albatross farther north than usual. Layson albatross.",4.058380096,0.2244
"1296",20110801002,3,2011,"Bristol Explorer","400601","S","G/S","21-Aug-11",57.0131,-170.0103,57.0483,-170.0132,51,22,"219","MMW: AA & KC. Surface temp and salinity from CTD not TSG.",3.917999418,0.1998
"1298",20110801004,3,2011,"Bristol Explorer","400601","S","G/S","22-Aug-11",56.9797,-171.0056,56.9482,-170.9855,47,18,"219","MMW: AA & KC.",3.708526588,0.1743
"1303",20110801010,3,2011,"Bristol Explorer","400601","S","G/S","24-Aug-11",58.9726,-169.9964,58.9332,-169.9877,51,18,"219","MMW: CK & AA",4.409405037,0.2249
"1306",20110801013,3,2011,"Bristol Explorer","400601","S","G/S","25-Aug-11",59.4957,-170.9436,59.4961,-170.8626,58,22,"282","MMW: AA;  RPM 850",4.572069486,0.2652
"1307",20110801014,3,2011,"Bristol Explorer","400601","S","G/S","25-Aug-11",59.5052,-169.9618,59.5231,-169.9052,51,20,"219","MMW: KC & AA;  RPM 850",3.762503842,0.1919
"1308",20110801015,3,2011,"Bristol Explorer","400601","S","G/S","25-Aug-11",59.4963,-168.9492,59.4998,-168.8809,58,24,"273","MMW: KC & AA;  RPM 880, 59g od Themisto libellula in the trawl.",3.874382561,0.2247
"1309",20110801016,3,2011,"Bristol Explorer","400601","S","G/S","25-Aug-11",59.5141,-167.9676,59.5457,-167.9282,60,22,"273","MMW:  AA;  engine RPM 875 - 885",4.157168391,0.2494
"1310",20110801017,3,2011,"Bristol Explorer","400601","S","G/S","26-Aug-11",59.5304,-167.0027,59.5679,-167.0166,56,20,"273","MMW: AA & CK;  engine RPM 850",4.242752648,0.2376
"1317",20110801025,3,2011,"Bristol Explorer","400601","S","G/S","31-Aug-11",60.4945,-168.9874,60.4827,-168.9269,60,19,"328","RPM: 930",3.564154522,0.2138
"1322",20110801030,3,2011,"Bristol Explorer","400601","S","G/S","01-Sep-11",61.0032,-169.0534,61.0015,-169.1374,61,21,"328","no thermocline, rpm 920, warp 5.2 and 5.0 tons",4.531918842,0.2764
"1323",20110801031,3,2011,"Bristol Explorer","400601","S","G/S","01-Sep-11",60.9906,-170.1195,60.9719,-170.1967,55,21,"328","thermocline (22-28m) net sounder hung up reset trawl, MMW: JM &DC, rpm 940",4.654477372,0.256
"1326",20110801034,3,2011,"Bristol Explorer","400601","S","G/S","02-Sep-11",61.51,-170.0359,61.517,-170.102,59,21,"328","MMW: JM & DC, thermocline 25-28, rpm 915",3.590965627,0.2119
"1327",20110801036,3,2011,"Bristol Explorer","400601","S","G/S","03-Sep-11",61.4965,-168.9452,61.4949,-168.869,60,18,"328","MMW:JM &DC          RPM 915      Warp(T) 5.2 ,4.9",4.047468622,0.2428
"1331",20110801040,3,2011,"Bristol Explorer","400601","S","G/S","04-Sep-11",62.0006,-168.0358,61.9999,-168.1044,60,18,"328","MMW: JM&DC   No Thermocline   Warp (T) Stbd. 5.3  Port 5.0    RPM  920",3.581937738,0.2149
"1332",20110801041,3,2011,"Bristol Explorer","400601","S","G/S","04-Sep-11",62.0031,-169.0631,62.003,-169.1463,57,24,"328","Thermocline 20-24m",4.342863469,0.2475
"1333",20110801042,3,2011,"Bristol Explorer","400601","S","G/S","04-Sep-11",62.0051,-170.0591,62.0085,-170.1438,60,23,"328","Thermocline 23-26   Bottom Temp.  0.7 degrees Celcius   MMW: JM& DC    RPM:920",4.436738596,0.2662
"1335",20110801044,3,2011,"Bristol Explorer","400601","S","G/S","05-Sep-11",62.5034,-170.9547,62.4944,-170.868,60,23,"328","Thermocline 18-23      MMW: JM   Dc",4.562804497,0.2738
"1336",20110801045,3,2011,"Bristol Explorer","400601","S","G/S","05-Sep-11",62.4938,-169.9556,62.4656,-169.8982,54,22,"328","Thermocline  14-17 M    Warp (T) stbd 6.1, Port 5.9  MMW :JM & DC    RPM 950",4.304669427,0.2325
"1337",20110801046,3,2011,"Bristol Explorer","400601","S","G/S","05-Sep-11",62.4747,-169.0555,62.4341,-169.0736,60,21,"328","Oceanography Thermocline 13-17 m   MMW: JM& DC",4.609468188,0.2766
"1338",20110801047,3,2011,"Bristol Explorer","400601","S","G/S","05-Sep-11",62.4764,-168.0167,62.44,-168.0232,60,21,"328","Thermocline: 17-19 (m)  ""Capelin Towers""    MMW: JM&DC",4.061276052,0.2437
"1363",20110801072,3,2011,"Bristol Explorer","400601","S","G/S","16-Sep-11",64.483,-169.0073,64.4477,-169.0156,60,20,"329","Slight thermocline (10-27)(6.0-3.6 degrees)  MMW:JM & DC  Start surface temp and salinity based on stop surface temp and salinity.",3.945296339,0.2367
"1365",20110801074,3,2011,"Bristol Explorer","400601","S","G/S","16-Sep-11",64.0027,-169.0672,64.0058,-169.1565,60,21,"329","thermocline 10-20m (6.3-4.9 degrees C) MMW:JM & DC",4.365870648,0.262
"1366",20110801075,3,2011,"Bristol Explorer","400601","S","G/S","16-Sep-11",64.0001,-170.0352,63.9959,-170.1078,61,22,"329","thermocline 5-10m (4-3 degrees C) euphausiid carpet - setting into .5 knot current MMW:JM & DC",3.569800734,0.2178
"1378",20120303011,3,2012,"Oscar Dyson","400601","S","G/S","21-Aug-12",57.511,-159.9893,57.5275,-159.9608,55.29,15.1,"180","rpm 64, water speed 4.3 knots",2.502487332,0.1384
"1379",20120303012,3,2012,"Oscar Dyson","400601","S","G/S","21-Aug-12",58.0043,-160.0304,58.005,-160.0855,55.29,22,"210","Fur Seal was playing in the prop wash",3.247247074,0.1795
"1383",20120303016,3,2012,"Oscar Dyson","400601","S","G/S","22-Aug-12",57.5162,-161.985,57.5502,-161.9597,55.29,15.1,"185","",4.071095574,0.2251
"1384",20120303017,3,2012,"Oscar Dyson","400601","S","G/S","23-Aug-12",57.9898,-161.997,57.9783,-162.048,55.29,15.1,"195","",3.267129182,0.1806
"1385",20120303018,3,2012,"Oscar Dyson","400601","S","G/S","23-Aug-12",57.9962,-162.914,58.0034,-162.9837,55.29,15.1,"190","",4.184360216,0.2314
"1396",20120303035,3,2012,"Oscar Dyson","400601","S","G/S","26-Aug-12",58.017,-163.9521,57.994,-164.0042,55.29,15.1,"180","",3.995311597,0.2209
"1397",20120303037,3,2012,"Oscar Dyson","400601","S","G/S","26-Aug-12",58.4945,-164.0522,58.4788,-164.1238,55.29,15.1,"180","rpm around 74. water speed of 4.1 knots",4.512835654,0.2495
"1399",20120303039,3,2012,"Oscar Dyson","400601","S","G/S","27-Aug-12",57.979,-165.0173,57.9555,-165.0652,55.29,15.1,"180","3.8 knots water speed",3.848270162,0.2128
"1412",20120303060,3,2012,"Oscar Dyson","400601","S","G/S","30-Aug-12",58.0112,-166.0258,58.0385,-166.0223,55.29,15.1,"180","3.9 water speed",3.042614191,0.1682
"1413",20120303061,3,2012,"Oscar Dyson","400601","S","G/S","31-Aug-12",58.521,-166.022,58.5567,-166.0122,55.29,15.1,"180","3.8 knots water speed",4.010200725,0.2217
"1415",20120303065,3,2012,"Oscar Dyson","400601","S","G/S","31-Aug-12",59.0042,-166.9925,58.9757,-167.0018,55.29,15.1,"180","Net depth of approximately 23m",3.213530955,0.1777
"1422",20120303074,3,2012,"Oscar Dyson","400601","S","G/S","08-Sep-12",55.0287,-167.0189,55.0608,-167.024,55.29,15.1,"185","Using AK Daylight Time                                                                                                              ZULU: 01:48 Start 02:18 End",3.584120103,0.1982
"1432",20120303088,3,2012,"Oscar Dyson","400601","S","G/S","10-Sep-12",59.501,-167.9922,59.4856,-167.9484,55.29,15.1,"150-180","Thick patches of signal from just below surface to 20m (scattered) becoming less frequent delayed deployment until 07:40 due to rough conditions and poor light",3.007487485,0.1663
"1460",20120303208,3,2012,"Oscar Dyson","400601","S","G/S","06-Oct-12",58.5028,-172.0184,58.4939,-172.0729,55.29,30,"180","",3.317601396,0.1834
"1461",20120303210,3,2012,"Oscar Dyson","400601","S","G/S","07-Oct-12",58.9683,-171.9675,58.9958,-171.9999,55.29,27.3,"180","Event logger has haul # as ""2"" but it should be ""1"". Same for stn's (209 and 208)-haul should be ""1""",3.577311026,0.1978
"1466",20120303217,3,2012,"Oscar Dyson","400601","S","G/S","10-Oct-12",59.9715,-171.0207,59.9928,-170.9694,55.29,29.5,"180-185","Door popped, let 5 more warp out. Last station.",3.708523419,0.205
"1467",20120801001,3,2012,"Bristol Explorer","400601","S","S","07-Aug-12",65.9997,-168.4913,66.0255,-168.5408,57,17,"329","Pocket net and codend attached (bottom-10) & top 6, G-hook on lower bridle caught middle bridle probably leading to a smaller vertical spread. Based on SBE depths the headrope was @4m. Alex Andrews, Alex DeRobertis, Kevin Taylor",3.638299428,0.2074
"1470",20120801006,3,2012,"Bristol Explorer","400601","S","G","08-Aug-12",66.4781,-167.2878,66.451,-167.314,54.2,21.7,"327","Kite/ net sounder a little deep, doors unstable, will change setback next tow. New net, F5 buoys.",3.23014649,0.1751
"1471",20120801009,3,2012,"Bristol Explorer","400601","S","G","09-Aug-12",66.4836,-168.5331,66.4549,-168.5761,56.2,19.7,"321","Setbacks 0,13,25. Fished better with these setbacks.",3.718655001,0.209
"1472",20120801010,3,2012,"Bristol Explorer","400601","S","G","09-Aug-12",66.982,-168.5022,66.9509,-168.5184,55.5,20,"334","Added 4 F3 floats to kite. Headrope floating higher with additional buoys. RPM 940. Zero Catch at this station.",3.529262346,0.1959
"1473",20120801013,3,2012,"Bristol Explorer","400601","S","G","09-Aug-12",66.9767,-167.146,66.9426,-167.1298,55.5,19.6,"328","Smaller net sounder being used. Shifted to two F5 floats on the headrope and also a smaller Westmar headrope unit. RPM 960.",3.856739176,0.214
"1474",20120801015,3,2012,"Bristol Explorer","400601","S","G","10-Aug-12",67.0007,-165.9624,66.985,-166.0324,55.6,20.7,"326","",3.507525538,0.195
"1475",20120801017,3,2012,"Bristol Explorer","400601","S","G","10-Aug-12",67.0363,-164.6551,67.0733,-164.6124,56.2,16.4,"329","Setbacks 0,13,28. Two F5's on kite. Headrope 1-2m.",4.511438554,0.2535
"1476",20120801018,3,2012,"Bristol Explorer","400601","S","G","10-Aug-12",67.4887,-164.5944,67.4569,-164.6078,57.4,16.5,"329","",3.581787825,0.2056
"1477",20120801020,3,2012,"Bristol Explorer","400601","S","G","11-Aug-12",67.5244,-165.8647,67.5613,-165.844,53.3,19,"329","Setbacks 0,10,25",4.19624807,0.2237
"1478",20120801023,3,2012,"Bristol Explorer","400601","S","G","11-Aug-12",67.5282,-167.2133,67.565,-167.2224,54,18.4,"329","Setbacks 0,10,25. Headrope 1.5m, RMP 910-940.",4.110189238,0.222
"1479",20120801025,3,2012,"Bristol Explorer","400601","S","G","11-Aug-12",67.5459,-168.4857,67.5836,-168.4776,50.1,24.4,"329","Setbacks 0,10,30.",4.206124324,0.2107
"1480",20120801026,3,2012,"Bristol Explorer","400601","S","G","12-Aug-12",68.0417,-168.4989,68.0799,-168.4838,52.3,21.7,"329","Setbacks 0,16,30. RPM 930. Zero catch at this station.",4.293727659,0.2246
"1481",20120801028,3,2012,"Bristol Explorer","400601","S","G","12-Aug-12",68.0379,-167.1934,68.0775,-167.2025,51.7,22.6,"329","Setbacks 0,16,30.",4.419530257,0.2285
"1482",20120801030,3,2012,"Bristol Explorer","400601","S","G","12-Aug-12",68.0034,-165.9443,67.9997,-166.0608,53,18.7,"329","Setbacks 0,13,25. Doing a midwater immediately after this tow.",4.869824291,0.2581
"1483",20120801032,3,2012,"Bristol Explorer","400601","S","G","13-Aug-12",68.5386,-168.5541,68.5762,-168.5876,53,17.5,"329","Setbacks 0,13,25.",4.397113417,0.233
"1484",20120801035,3,2012,"Bristol Explorer","400601","S","G","13-Aug-12",68.5362,-167.1406,68.5785,-167.1137,52.7,17.8,"329","",4.828984577,0.2545
"1486",20120801038,3,2012,"Bristol Explorer","400601","S","G","14-Aug-12",69.0387,-167.119,69.0811,-167.1084,52.9,19,"329","Setbacks 0,13,25. Headrope 1.7m.",4.733453672,0.2504
"1487",20120801041,3,2012,"Bristol Explorer","400601","S","G","14-Aug-12",69.0317,-168.4997,69.0714,-168.492,54,18,"329","Headrope 1.75m. Setbacks 0,13,25.",4.425046532,0.239
"1488",20120801042,3,2012,"Bristol Explorer","400601","S","G","15-Aug-12",69.5496,-168.5242,69.5861,-168.5484,55.7,17.7,"329","Headrope 1m.",4.16591753,0.232
"1489",20120801045,3,2012,"Bristol Explorer","400601","S","G","15-Aug-12",69.4798,-167.0294,69.4506,-167.022,51.4,19.1,"329","No Bongo at this station due to weather.",3.25970086,0.1675
"1490",20120801047,3,2012,"Bristol Explorer","400601","S","G","16-Aug-12",69.5348,-165.5747,69.5748,-165.5305,54.3,19.3,"329","Setbacks 0,13,25. Headrope 1m.",4.767638102,0.2589
"1491",20120801049,3,2012,"Bristol Explorer","400601","S","G","16-Aug-12",69.5399,-164.1788,69.578,-164.1312,54.9,18.2,"329","Headrope 1m.",4.622249169,0.2538
"1492",20120801050,3,2012,"Bristol Explorer","400601","S","G","17-Aug-12",70.0396,-164.1083,70.0783,-164.063,53.3,18.2,"329","RPM 920. Headrope 1.7m. Headrope SBE only.",4.633492333,0.247
"1493",20120801053,3,2012,"Bristol Explorer","400601","S","G","17-Aug-12",70.0304,-165.5424,70.0664,-165.4932,55.4,17.3,"329","RPM 895, Headrope 1.8m",4.416906553,0.2447
"1494",20120801056,3,2012,"Bristol Explorer","400601","S","G","18-Aug-12",70.0286,-166.9903,70.0647,-166.9433,54.9,19.1,"329","Juvenile short tailed albatross observed near vessel.",4.392500308,0.2411
"1495",20120801058,3,2012,"Bristol Explorer","400601","S","G","18-Aug-12",70.0239,-168.4893,70.0619,-168.5047,53.6,17.8,"329","Headrope 1.7m.",4.265645287,0.2286
"1496",20120801059,3,2012,"Bristol Explorer","400601","S","G","18-Aug-12",70.5203,-168.5449,70.5475,-168.6196,53.9,18,"329","Headrope most likely between 1-2m, not deeper as CLAMS measurement suggests. An F5 buoy was missing on kite leading to lower values than actual. Capelin in net appeared to be washdown and were not included in the catch.",4.099973411,0.221
"1497",20120801061,3,2012,"Bristol Explorer","400601","S","G","19-Aug-12",70.5296,-166.9862,70.5703,-166.9766,52.2,18.5,"329","Headrope 2m",4.539578163,0.237
"1498",20120801065,3,2012,"Bristol Explorer","400601","S","G","19-Aug-12",70.5176,-165.4654,70.5551,-165.4442,53.5,17.5,"329","Since losing one of our F-5 buoys on the kite we have been using two F-3s lashed together on each side of the netsounder (total four F-3s). Headrope depth appears to fish slightly deeper with this configuration.",4.243153849,0.227
"1499",20120801068,3,2012,"Bristol Explorer","400601","S","G","20-Aug-12",70.5228,-164.0646,70.5589,-164.0971,55.8,17.3,"329","",4.190788639,0.2338
"1500",20120801071,3,2012,"Bristol Explorer","400601","S","G","20-Aug-12",70.5202,-162.4609,70.5538,-162.4092,55.2,18.5,"329","Setbacks 0,10,25. No SBE's on haul.",4.198563519,0.2318
"1501",20120801073,3,2012,"Bristol Explorer","400601","S","G","20-Aug-12",70.5128,-161.0915,70.5317,-160.9833,54.8,15.2,"329","This trawl was postponed several hours due to third wire short that required re-termination. No pocket net or SBE's. Old net and setbacks 0,2,10 due to shallow water depth.",4.528866587,0.2482
"1502",20120801075,3,2012,"Bristol Explorer","400601","S","G","21-Aug-12",71.0927,-157.8229,71.1318,-157.7685,53,15.6,"329","Headrope 1.5m. Using old trawl. Moved station 4+nm NE due to hard rocky appearance of bottom. More capelin ended up stuck in net than in codend.",4.768345466,0.2527
"1503",20120801077,3,2012,"Bristol Explorer","400601","S","G","21-Aug-12",71.0325,-159.2277,71.0749,-159.1963,52.2,17,"329","",4.849047572,0.2531
"1504",20120801079,3,2012,"Bristol Explorer","400601","S","G","22-Aug-12",71.017,-160.8757,71.0482,-160.9237,58.8,17,"329","Smaller net sounder is broken, using larger net sounder.",3.878852605,0.2281
"1505",20120801082,3,2012,"Bristol Explorer","400601","S","G","28-Aug-12",70.9643,-162.3602,70.929,-162.3757,49.7,18,"329","Westmar not displaying headrope depth, estimate 4m. Stbd door keeps breaking the surface for the first 5m. Bottom depth from oceanography.",3.965306974,0.1971
"1506",20120801084,3,2012,"Bristol Explorer","400601","S","S","29-Aug-12",70.9684,-163.9073,70.9402,-163.9632,56.7,15.1,"325","Stbd door kept surfacing while port buoys remained submerged mos of the tow. Headrope depth was relatively deep (7-4m) at times. Bottom depth from oceanography.",3.734548178,0.2117
"1507",20120801086,3,2012,"Bristol Explorer","400601","S","G","29-Aug-12",70.9747,-165.4684,70.9509,-165.5521,50.3,20,"330","Towing downwind. Setbacks 0,13,25. Bottom depth from oceanoraphy.",4.027362711,0.2026
"1508",20120801088,3,2012,"Bristol Explorer","400601","S","G","29-Aug-12",70.9775,-166.9996,70.9451,-167.0552,49.5,17.4,"330","Towing south with wind and seas. Resetting for midwater.",4.128789441,0.2044
"1509",20120801092,3,2012,"Bristol Explorer","400601","S","G","30-Aug-12",70.9827,-168.5095,70.9496,-168.541,48.7,16.2,"329","",3.853747406,0.1877
"1511",20120801095,3,2012,"Bristol Explorer","400601","S","G","31-Aug-12",71.9727,-166.9113,71.9446,-166.9724,49.8,16.4,"329","CTD was deployed but aborted at 20m on upcast due to blown deck unit fuse and fried seacable termination. Paper trawl info form says bottom depth 48m, marked 47m in CLAMS.",3.767011684,0.1876
"1512",20120801097,3,2012,"Bristol Explorer","400601","S","G","31-Aug-12",71.9811,-165.3036,71.9495,-165.3738,51,16.4,"329","",4.264591301,0.2175
"1513",20120801099,3,2012,"Bristol Explorer","400601","S","G","31-Aug-12",71.9736,-163.6822,71.9393,-163.7448,48.1,17.8,"329","Ice on the horizon, ended tow 1.8 miles from ice edge.",4.381214744,0.2107
"1514",20120801101,3,2012,"Bristol Explorer","400601","S","G","01-Sep-12",72.5035,-162.7124,72.5102,-162.8233,40.7,18.5,"329","Changed from an oceanography station to a main due to ice edge. 8 Pandalid shrimp 4g in catch.",3.780884661,0.1539
"1515",20120801102,3,2012,"Bristol Explorer","400601","S","G","01-Sep-12",72.4998,-163.4237,72.4966,-163.2914,44.5,18.9,"329","3 Pandalid shrimp 1g in catch.",4.438442308,0.1975
"1516",20120801104,3,2012,"Bristol Explorer","400601","S","S","02-Sep-12",72.4708,-165.1844,72.4346,-165.2039,43.6,18.1,"329","Net was narrow and deep for first 11minutes, but spread nicely after that. 2 Pandalid shrimp 1g in catch.",4.078002047,0.1778
"1517",20120801106,3,2012,"Bristol Explorer","400601","S","G","02-Sep-12",72.3593,-166.8123,72.3259,-166.8381,44.6,18.4,"329","Skipped CTD at this station. CTD froze during the night, Chris Wilson's SBE has temperature data. 28 Pandalid shrimp 26g in catch.",3.814498877,0.1701
"1518",20120801108,3,2012,"Bristol Explorer","400601","S","G","02-Sep-12",72.4894,-168.4945,72.4536,-168.4947,51.7,17.7,"329","5 Pandalid shrimp 1g in catch.",3.980790316,0.2058
"1519",20120801109,3,2012,"Bristol Explorer","400601","S","G","03-Sep-12",71.979,-168.4924,71.9495,-168.5362,45,20.1,"329","",3.610244484,0.1625
"1521",20120801113,3,2012,"Bristol Explorer","400601","S","G","05-Sep-12",71.4369,-165.4279,71.4326,-165.4568,52.8,NA,"329","Returned to this stn to tow. CTD cast conducted on 9/4. Net opening is not right, lines were twisted, first tow was aborted and reset, new set had odd dimensions upon setting due to the vessel dodging icebergs. Depth is from Bongo cast. Lost Bongo here.",1.129350875,0.0596
"1522",20120801114,3,2012,"Bristol Explorer","400601","S","G","06-Sep-12",71.4885,-163.8249,71.4663,-163.9157,54.4,17.9,"330","2 Unident. Amphipoda in catch.",4.047389455,0.2202
"1523",20120801116,3,2012,"Bristol Explorer","400601","S","G","06-Sep-12",71.4754,-162.1949,71.4372,-162.2041,51,17.1,"329","1 Unident. Amphipoda in catch, collected by Jen Marsh Phd student Franz Mueter for Isotpe analysis.",4.260094127,0.2173
"1528",20120801123,3,2012,"Bristol Explorer","400601","S","G","08-Sep-12",71.4819,-157.4578,71.4451,-157.4581,49.3,17.8,"329","5 unident. Shrimp 4g in catch.",4.091993526,0.2017
"1530",20120801125,3,2012,"Bristol Explorer","400601","S","G","10-Sep-12",65.5415,-168.4934,65.5155,-168.5339,49.7,17.8,"330","",3.440691631,0.171
"1531",20120801126,3,2012,"Bristol Explorer","400601","S","G","11-Sep-12",65.0053,-168.9583,65.0056,-168.8683,47.7,17.6,"329","",4.228645612,0.2017
"1536",20120801132,3,2012,"Bristol Explorer","400601","S","G","13-Sep-12",64.4862,-168.9903,64.451,-168.9775,54,19.6,"329","",3.961848696,0.2139
"1538",20120801134,3,2012,"Bristol Explorer","400601","S","G","13-Sep-12",64.0142,-169.9855,64.0496,-169.9922,54.7,18.4,"329","",3.94980092,0.2161
